,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close Jul 20,Close Aug 20,Close Sep 20,Close Oct 20,Close Nov 20,Close Dec 20,Close Jan 21
148,500279,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T,1.0,INE831A01028,Consumer Electronics,Equity,6.46,8.74,8.40,7.68,8.16,12.16,13.36
149,500280,CENTENKA,CENTURY ENKA LTD.,Active,B,10.0,INE485A01015,Textiles,Equity,163.40,169.90,172.80,179.10,197.10,211.30,218.75
150,500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,XT,10.0,INE846D01012,Commodity Chemicals,Equity,30.85,44.30,34.65,29.50,32.00,32.15,33.00
151,500285,SPICEJET,SPICEJET LTD.,Active,A,10.0,INE285B01017,Airlines,Equity,46.85,51.50,48.25,49.60,71.50,94.95,92.85
152,500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A,2.0,INE083A01026,Pharmaceuticals,Equity,22.95,27.80,24.55,25.35,29.35,30.70,31.30
153,500290,MRF,MRF LTD.,Active,A,10.0,INE883A01011,Auto Tyres & Rubber Products,Equity,"61,030.40","57,979.65","59,563.90","65,256.50","77,939.95","75,712.40","82,508.15"
154,500292,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A,10.0,INE578A01017,Cement & Cement Products,Equity,185.10,189.00,186.45,185.05,207.95,226.70,231.50
155,500294,NCC,NCC Limited,Active,A,2.0,INE868B01028,Construction & Engineering,Equity,29.00,34.00,35.60,33.85,43.55,57.65,61.10
156,500295,VEDL,Vedanta Limited,Active,A,1.0,INE205A01025,Aluminium,Equity,113.80,128.55,136.90,95.85,121.00,161.45,179.10
157,500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,T,5.0,INE290A01027,Textiles,Equity,33.00,38.05,37.50,40.00,46.30,76.25,85.50
158,500298,NATPEROX,NATIONAL PEROXIDE LTD.,Active,A,10.0,INE585A01020,Commodity Chemicals,Equity,"1,752.95","2,167.20","1,993.65","1,880.15","1,956.35","1,962.05","2,077.50"
159,500300,GRASIM,GRASIM INDUSTRIES LTD.,Active,A,2.0,INE047A01021,Cement & Cement Products,Equity,633.30,674.90,743.95,778.70,876.25,927.05,"1,002.05"
160,500302,PEL,PIRAMAL ENTERPRISES LTD.,Active,A,2.0,INE140A01024,Other Financial Services,Equity,"1,475.10","1,366.80","1,251.95","1,261.55","1,386.70","1,429.60","1,507.30"
161,500304,NIITLTD,NIIT LTD.,Active,A,2.0,INE161A01038,IT Training Services,Equity,96.55,118.70,133.15,139.55,176.45,202.20,204.85
162,500306,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X,1.0,INE903A01025,Finance (including NBFCs),Equity,3.77,3.85,4.54,3.90,3.76,10.29,12.12
163,500307,NIRLON,NIRLON LTD.,Active,A,10.0,INE910A01012,Misc.Commercial Services,Equity,240.05,245.25,240.15,235.00,240.45,279.00,294.40
164,500312,ONGC,Oil and Natural Gas Corporation Ltd,Active,A,5.0,INE213A01029,Exploration & Production,Equity,78.40,82.05,69.30,64.95,78.50,93.20,102.55
165,500314,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B,1.0,INE750A01020,Hotels,Equity,19.60,21.90,20.95,19.80,22.10,25.45,25.25
166,500317,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B,10.0,INE142A01012,Investment Companies,Equity,8.72,8.39,9.59,8.48,9.24,10.46,11.64
167,500319,INDSUCR,INDIAN SUCROSE LTD.,Active,X,10.0,INE557C01017,Sugar,Equity,22.65,23.35,23.15,22.10,22.60,25.10,24.15
168,500325,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A,10.0,INE002A01018,Integrated Oil & Gas,Equity,"2,066.95","2,078.55","2,233.75","2,054.35","1,929.85","1,984.65","1,897.00"
169,500327,PILITA,Pil Italica Lifestyle Ltd,Active,B,1.0,INE600A01035,Plastic Products,Equity,5.96,6.55,6.34,6.76,7.86,9.92,11.14
170,500330,RAYMOND,RAYMOND LTD.,Active,A,10.0,INE301A01014,Textiles,Equity,239.25,287.55,290.65,271.85,321.70,337.55,347.30
171,500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A,1.0,INE318A01026,Specialty Chemicals,Equity,"1,357.05","1,402.50","1,432.05","1,570.45","1,528.70","1,765.95","1,831.20"
172,500333,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,X,10.0,INE751B01018,Auto Tyres & Rubber Products,Equity,125.35,131.80,130.20,142.95,218.45,248.70,272.85
173,500335,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A,10.0,INE340A01012,Cement & Cement Products,Equity,597.90,616.45,667.50,640.20,709.55,721.55,744.65
174,500336,SURYAROSNI,SURYA ROSHNI LTD.,Active,A,10.0,INE335A01012,Diversified,Equity,113.60,167.90,198.30,221.50,260.55,361.50,329.60
175,500337,PRIMESECU,PRIME SECURITIES LTD.,Active,B,5.0,INE032B01021,Other Financial Services,Equity,48.95,48.20,44.40,44.15,50.65,45.05,44.35
176,500338,PRSMJOHNSN,Prism Johnson Ltd,Active,A,10.0,INE010A01011,Cement & Cement Products,Equity,44.35,52.15,55.90,71.65,81.90,88.50,86.35
177,500339,RAIN,Rain Industries Ltd,Active,A,2.0,INE855B01025,Petrochemicals,Equity,92.15,111.30,102.45,106.25,115.30,126.50,150.20
178,500343,AMJLAND,AMJ Land Holdings Ltd,Active,B,2.0,INE606A01024,Realty,Equity,16.85,18.05,18.80,21.40,21.50,25.50,28.85
179,500346,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,B,10.0,INE609A01010,Telecom Equipment,Equity,12.95,23.00,30.05,27.00,24.95,23.65,25.00
180,500350,RSWM,RSWM LTD.,Active,T,10.0,INE611A01016,Textiles,Equity,70.15,88.00,90.00,93.85,93.00,138.75,163.95
181,500354,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B,10.0,INE562B01019,Sugar,Equity,14.00,14.22,12.48,13.01,13.29,15.25,16.90
182,500355,RALLIS,RALLIS INDIA LTD.,Active,A,1.0,INE613A01020,Agrochemicals,Equity,290.65,294.25,284.70,247.75,282.00,280.95,300.10
183,500356,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B,10.0,INE278B01020,Paper & Paper Products,Equity,16.35,14.45,13.65,12.70,13.50,16.22,14.90
184,500357,RAMAPPR-B,RAMA PAPER MILLS LTD.,Active,XT,10.0,INE425E01013,Paper & Paper Products,Equity,6.75,6.86,6.90,9.80,7.80,10.50,14.70
185,500358,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,X,10.0,INE783A01013,Finance (including NBFCs),Equity,2.67,2.92,3.77,4.07,3.17,4.03,3.47
186,500360,RAPICUT,RAPICUT CARBIDES LTD.,Active,X,10.0,INE350D01015,Industrial Machinery,Equity,24.85,23.65,23.90,20.20,23.00,28.95,29.05
187,500365,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,X,6.0,INE731F01037,Iron & Steel/Interm.Products,Equity,8.31,9.20,9.06,9.28,9.11,11.74,12.83
188,500366,ROLTA,ROLTA INDIA LTD.,Active,B,10.0,INE293A01013,Internet Software & Services,Equity,4.96,6.45,5.40,4.57,4.77,5.70,6.31
189,500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X,5.0,INE642C01025,Auto Tyres & Rubber Products,Equity,31.90,41.50,38.60,39.95,54.70,59.40,61.85
190,500368,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,T,2.0,INE619A01035,Edible Oils,Equity,644.40,629.40,516.05,511.85,711.40,674.75,667.70
191,500370,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,XT,10.0,INE924A01013,Comm.Trading  & Distribution,Equity,13.89,15.03,15.60,17.50,18.55,24.75,27.75
192,500378,JINDALSAW,JINDAL SAW LTD.,Active,A,2.0,INE324A01024,Construction & Engineering,Equity,54.75,62.40,62.95,60.20,69.75,75.85,80.65
193,500380,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A,5.0,INE786A01032,Cement & Cement Products,Equity,293.85,261.70,257.15,290.00,330.85,340.35,346.55
194,500387,SHREECEM,SHREE CEMENT LTD.,Active,A,10.0,INE070A01015,Cement & Cement Products,Equity,"21,719.85","20,285.75","20,257.55","21,649.60","24,110.40","24,018.80","25,529.20"
195,500388,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10.0,INE970C01012,Paper & Paper Products,Equity,28.35,28.00,NA,22.85,21.75,13.80,12.92
196,500390,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,A,10.0,INE036A01016,Electric Utilities,Equity,27.85,28.45,22.40,20.30,21.35,26.85,30.80
197,500400,TATAPOWER,TATA POWER CO.LTD.,Active,A,1.0,INE245A01021,Electric Utilities,Equity,48.70,58.70,53.15,52.15,64.95,75.65,83.30
198,500402,SPMLINFRA,SPML Infra Limited,Active,T,2.0,INE937A01023,Construction & Engineering,Equity,7.50,11.17,8.63,8.36,8.16,14.94,16.62
199,500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A,1.0,INE387A01021,Auto Parts & Equipment,Equity,415.90,450.25,400.35,426.80,517.90,520.35,560.70
200,500404,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A,10.0,INE947A01014,Iron & Steel/Interm.Products,Equity,38.15,43.25,42.15,43.90,56.05,60.15,65.75
201,500405,SUPPETRO,SUPREME PETROCHEM LTD.,Active,A,10.0,INE663A01017,Petrochemicals,Equity,182.30,212.10,251.10,255.55,327.55,358.45,382.80
202,500407,SWARAJENG,SWARAJ ENGINES LTD.,Active,A,10.0,INE277A01016,Auto Parts & Equipment,Equity,"1,350.85","1,574.55","1,459.75","1,417.40","1,401.70","1,432.25","1,409.85"
203,500408,TATAELXSI,TATA ELXSI LTD.,Active,A,10.0,INE670A01012,IT Software Products,Equity,938.90,"1,076.40","1,283.85","1,532.70","1,591.70","1,832.85","2,115.20"
204,500410,ACC,ACC LTD.,Active,A,10.0,INE012A01025,Cement & Cement Products,Equity,"1,424.75","1,321.60","1,393.85","1,648.40","1,703.25","1,618.40","1,787.15"
205,500411,THERMAX,THERMAX LTD.,Active,A,2.0,INE152A01029,Heavy Electrical Equipment,Equity,743.85,764.60,719.40,759.80,898.15,908.45,980.80
206,500412,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A,1.0,INE338A01024,Commodity Chemicals,Equity,52.90,64.70,76.55,71.85,99.15,100.30,94.35
207,500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A,1.0,INE332A01027,Travel Support Services,Equity,29.55,34.70,27.90,26.70,47.15,47.10,46.65
208,500414,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,X,1.0,INE064A01026,Other Apparels & Accessories,Equity,20.85,21.90,24.95,21.50,30.60,26.65,28.90
209,500418,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B,10.0,INE932C01012,Plastic Products,Equity,58.10,59.90,61.25,59.75,67.70,72.00,73.00
210,500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A,5.0,INE685A01028,Pharmaceuticals,Equity,"2,662.70","2,661.00","2,800.20","2,564.70","2,611.10","2,800.70","2,853.10"
211,500422,TRANSCHEM,TRANSCHEM LTD.-$,Active,X,10.0,INE019B01010,Pharmaceuticals,Equity,10.60,14.65,14.50,12.59,11.65,20.48,20.25
212,500425,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A,2.0,INE079A01024,Cement & Cement Products,Equity,220.00,210.50,216.95,259.55,261.00,248.85,270.15
213,500426,UTLINDS,UTL Industries Limited,Active,X,1.0,INE184E01024,Realty,Equity,10.76,5.60,5.77,6.69,8.80,10.24,12.02
214,500429,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B,2.0,INE037A01022,Comm.Trading  & Distribution,Equity,62.90,64.10,64.00,62.70,60.30,69.00,72.95
215,500439,VHL,VARDHMAN HOLDINGS LTD.,Active,B,10.0,INE701A01023,Finance (including NBFCs),Equity,"1,284.65","1,413.30","1,270.05","1,235.00","1,296.05","1,446.05","1,492.30"
216,500440,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A,1.0,INE038A01020,Aluminium,Equity,163.10,185.20,175.35,170.70,225.65,240.50,264.20
217,500444,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A,2.0,INE976A01021,Paper & Paper Products,Equity,171.25,189.30,169.15,157.75,160.55,178.60,183.25
218,500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B,10.0,INE048A01011,Commodity Chemicals,Equity,12.61,14.57,13.78,14.40,14.87,19.23,25.30
219,500450,MPILCORPL,MPIL CORPORATION LTD.,Active,X,10.0,INE844C01027,Other Financial Services,Equity,205.00,210.00,210.00,223.95,252.00,234.00,253.00
220,500456,PASUPTAC,PASUPATI ACRYLON LTD.,Active,X,10.0,INE818B01023,Fibres & Plastics,Equity,8.96,9.24,10.02,9.35,9.28,14.22,14.15
221,500458,KORE,Kore Foods Ltd,Active,XT,10.0,INE601A01017,Other Food Products,Equity,2.21,1.83,1.52,1.69,1.86,2.88,2.75
222,500459,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A,10.0,INE179A01014,Personal Products,Equity,"10,339.30","9,986.55","9,934.80","10,142.45","10,552.40","11,073.75","11,255.25"
223,500460,MUKANDLTD,MUKAND LTD.,Active,B,10.0,INE304A01026,Iron & Steel/Interm.Products,Equity,19.70,27.60,48.70,47.55,49.70,65.95,69.90
224,500463,AGCNET,AGC Networks Limited,Active,T,10.0,INE676A01019,IT Consulting & Software,Equity,325.05,322.45,347.60,626.45,600.00,741.95,740.00
225,500464,UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B,10.0,INE139B01016,Auto Parts & Equipment,Equity,126.95,128.05,118.75,112.10,126.30,123.75,130.85
226,500467,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B,10.0,INE544A01019,Auto Tyres & Rubber Products,Equity,88.50,96.55,92.50,94.40,104.55,117.95,126.45
227,500469,FEDERALBNK,FEDERAL BANK LTD.,Active,A,2.0,INE171A01029,Banks,Equity,53.85,55.30,48.55,50.50,62.75,66.70,74.80
228,500470,TATASTEEL,TATA STEEL LTD.,Active,A,10.0,INE081A01012,Iron & Steel/Interm.Products,Equity,366.40,413.20,359.75,410.35,577.85,643.55,695.50
229,500472,SKFINDIA,SKF India Ltd,Active,A,10.0,INE640A01023,Other Industrial Goods,Equity,"1,471.30","1,612.30","1,461.65","1,475.10","1,569.15","1,704.55","1,847.90"
230,500477,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A,1.0,INE208A01029,Commercial Vehicles,Equity,48.65,67.60,74.40,78.95,92.10,95.45,116.90
231,500480,CUMMINSIND,CUMMINS INDIA LTD.,Active,A,2.0,INE298A01020,Industrial Machinery,Equity,401.55,461.80,445.40,433.85,586.50,574.30,623.80
232,500483,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A,10.0,INE151A01013,Telecom - Alternate Carriers,Equity,759.80,871.40,848.85,933.90,"1,059.45","1,100.20","1,062.55"
233,500488,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A,10.0,INE358A01014,Pharmaceuticals,Equity,"15,537.95","16,376.95","16,498.30","15,302.05","15,397.55","15,760.70","15,499.45"
234,500490,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A,10.0,INE118A01012,Holding Companies,Equity,"2,658.30","2,679.35","2,412.60","2,306.05","3,064.05","3,079.50","3,139.45"
235,500493,BHARATFORG,BHARAT FORGE LTD.,Active,A,2.0,INE465A01025,Other Industrial Products,Equity,381.95,490.80,447.60,451.35,508.30,525.00,611.00
236,500495,ESCORTS,ESCORTS LTD.,Active,A,10.0,INE042A01014,Commercial Vehicles,Equity,"1,133.80","1,087.05","1,318.65","1,201.30","1,402.65","1,259.65","1,355.00"
237,500500,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,B,5.0,INE253A01025,Cars & Utility Vehicles,Equity,5.45,6.08,5.48,5.04,5.50,7.60,8.99
238,500510,LT,LARSEN & TOUBRO LTD.,Active,A,2.0,INE018A01030,Construction & Engineering,Equity,913.35,945.30,902.45,929.60,"1,115.80","1,287.55","1,349.65"
239,500520,M&M,MAHINDRA & MAHINDRA LTD.,Active,A,5.0,INE101A01026,Cars & Utility Vehicles,Equity,606.50,606.50,607.65,593.85,720.05,720.60,788.75
240,500530,BOSCHLTD,BOSCH LTD.,Active,A,10.0,INE323A01026,Auto Parts & Equipment,Equity,"13,077.75","12,821.75","13,735.80","11,611.95","12,771.00","12,788.40","13,887.95"
241,500540,PREMIER,PREMIER LTD.,Active,B,10.0,INE342A01018,Industrial Machinery,Equity,1.99,3.50,3.56,2.89,2.81,4.39,5.55
242,500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A,10.0,INE029A01011,Refineries/ Petro-Products,Equity,413.80,407.65,353.00,354.30,372.95,380.95,402.05
243,500550,SIEMENS,SIEMENS LTD.,Active,A,2.0,INE003A01024,Heavy Electrical Equipment,Equity,"1,161.25","1,160.35","1,264.80","1,267.80","1,513.90","1,576.35","1,658.95"
244,500570,TATAMOTORS,TATA MOTORS LTD.,Active,A,2.0,INE155A01022,Commercial Vehicles,Equity,104.70,143.20,133.30,132.70,180.25,183.70,220.10
245,500575,VOLTAS,VOLTAS LTD.,Active,A,1.0,INE226A01021,Consumer Electronics,Equity,597.35,635.35,680.80,706.40,806.20,826.00,915.10
246,500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A,10.0,INE017A01032,Shipping,Equity,225.90,254.20,235.15,225.15,256.00,263.40,280.45
247,500645,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,A,10.0,INE501A01019,Commodity Chemicals,Equity,159.60,167.70,152.35,147.15,144.55,157.25,162.55
248,500650,EXCELINDUS,EXCEL INDUSTRIES LTD.,Active,A,5.0,INE369A01029,Specialty Chemicals,Equity,741.40,847.00,947.30,869.60,839.05,848.15,885.35
249,500655,GARWARPOLY,GARWARE POLYESTER LTD.,Active,X,10.0,INE291A01017,Commodity Chemicals,Equity,210.55,252.40,254.20,303.25,311.45,417.25,421.05
250,500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A,10.0,INE159A01016,Pharmaceuticals,Equity,"1,437.75","1,565.30","1,573.90","1,465.65","1,555.10","1,623.20","1,566.20"
251,500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Active,A,10.0,INE113A01013,Fertilizers,Equity,164.10,202.70,208.00,206.15,209.70,223.80,222.40
252,500672,NOVARTIND,NOVARTIS INDIA LTD.,Active,A,5.0,INE234A01025,Pharmaceuticals,Equity,632.20,621.35,620.00,626.15,652.00,685.15,693.30
253,500674,SANOFI,Sanofi India Ltd,Active,A,10.0,INE058A01010,Pharmaceuticals,Equity,"7,773.05","8,254.65","8,640.00","8,003.75","8,235.35","8,317.85","8,294.55"
254,500680,PFIZER,PFIZER LTD.,Active,A,10.0,INE182A01018,Pharmaceuticals,Equity,"4,271.65","4,594.85","4,900.95","4,985.00","5,104.10","5,107.70","5,148.90"
255,500690,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Active,A,2.0,INE026A01025,Fertilizers,Equity,59.55,64.40,61.60,67.90,70.55,72.35,82.30
256,500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A,1.0,INE030A01027,Personal Products,Equity,"2,212.90","2,116.55","2,068.35","2,072.30","2,137.20","2,393.55","2,428.45"
257,500710,AKZOINDIA,Akzo Nobel India Limited,Active,A,10.0,INE133A01011,Furniture-Furnishing-Paints,Equity,"1,901.45","2,097.00","2,161.75","1,985.85","2,159.20","2,413.80","2,392.60"
258,500730,NOCIL,NOCIL LTD.,Active,A,10.0,INE163A01018,Specialty Chemicals,Equity,105.00,125.70,142.30,137.10,140.90,143.55,147.70
259,500770,TATACHEM,TATA CHEMICALS LTD.,Active,A,10.0,INE092A01019,Commodity Chemicals,Equity,305.60,312.45,299.70,322.25,391.35,477.25,500.30
260,500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B,10.0,INE148A01019,Commodity Chemicals,Equity,34.35,39.10,38.20,36.55,39.80,42.75,43.65
261,500780,ZUARIGLOB,ZUARI GLOBAL LTD.,Active,B,10.0,INE217A01012,Fertilizers,Equity,48.00,51.90,46.10,47.80,56.95,72.30,112.50
262,500790,NESTLEIND,NESTLE INDIA LTD.,Active,A,10.0,INE239A01016,Packaged Foods,Equity,"16,526.45","15,946.10","15,924.70","17,162.80","17,657.60","18,392.35","18,392.90"
263,500800,TATACONSUM,Tata Consumer Products Ltd,Active,A,1.0,INE192A01025,Tea & Coffee,Equity,427.70,533.10,499.75,493.30,539.00,589.65,628.95
264,500820,ASIANPAINT,ASIAN PAINTS LTD.,Active,A,1.0,INE021A01026,Furniture-Furnishing-Paints,Equity,"1,716.65","1,903.40","1,987.55","2,213.05","2,217.35","2,764.45","2,849.20"
265,500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A,1.0,INE216A01030,Packaged Foods,Equity,"3,824.15","3,724.40","3,795.95","3,474.65","3,634.10","3,575.10","3,611.60"
266,500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A,1.0,INE259A01022,Personal Products,Equity,"1,423.50","1,364.05","1,432.55","1,517.35","1,508.90","1,565.45","1,640.15"
267,500840,EIHOTEL,EIH LTD.,Active,A,2.0,INE230A01023,Hotels,Equity,64.75,87.70,80.80,75.00,89.80,90.25,96.95
268,500850,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A,1.0,INE053A01029,Hotels,Equity,76.40,103.65,94.70,95.40,118.00,120.10,124.45
269,500870,CASTROLIND,CASTROL INDIA LTD.,Active,A,5.0,INE172A01027,Oil Marketing & Distribution,Equity,113.55,119.80,109.40,114.05,126.90,123.20,127.55
270,500875,ITC,ITC LTD.,Active,A,1.0,INE154A01025,Cigarettes-Tobacco Products,Equity,194.10,191.25,171.75,165.25,193.70,209.00,202.45
271,500877,APOLLOTYRE,APOLLO TYRES LTD.,Active,A,1.0,INE438A01022,Auto Tyres & Rubber Products,Equity,108.35,123.70,130.90,139.90,184.40,178.05,193.15
272,500878,CEATLTD,CEAT LTD.,Active,A,10.0,INE482A01020,Auto Tyres & Rubber Products,Equity,868.90,877.60,999.00,"1,092.00","1,147.75","1,079.35","1,193.15"
273,500890,MODIRUBBER,MODI RUBBER LTD.,Active,T,10.0,INE832A01018,Auto Tyres & Rubber Products,Equity,28.50,32.40,28.80,30.15,33.10,33.75,37.05
274,500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A,10.0,INE183A01016,Plastic Products,Equity,462.00,505.40,502.40,523.40,629.90,646.50,651.80
275,501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10.0,INE371U01015,Other Financial Services,Equity,NA,NA,NA,NA,NA,NA,NA
276,501111,ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Active,X,10.0,INE598F01014,Comm.Trading  & Distribution,Equity,NA,NA,NA,NA,NA,10.00,NA
277,501144,PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,XT,10.0,INE644U01015,Misc.Commercial Services,Equity,NA,NA,NA,NA,NA,NA,12.12
278,501148,DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10.0,INE422D01012,Investment Companies,Equity,234.90,230.40,216.90,203.75,211.60,300.95,345.50
279,501150,CENTRUM,CENTRUM CAPITAL LTD.,Active,B,1.0,INE660C01027,Other Financial Services,Equity,13.75,16.03,16.30,15.70,18.15,16.85,22.20
280,501242,TCIFINANCE,TCI FINANCE LTD.,Active,T,10.0,INE911B01018,Finance (including NBFCs),Equity,5.80,5.74,4.45,4.25,3.94,4.75,5.13
281,501261,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Active,XT,10.0,INE567L01017,Other Financial Services,Equity,NA,280.55,NA,NA,NA,NA,NA
282,501270,ANTARIKSH,Antariksh Industries Ltd,Active,XT,10.0,INE825M01017,Realty,Equity,NA,NA,NA,NA,NA,NA,NA
283,501295,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T,10.0,INE886A01014,Finance (including NBFCs),Equity,52.50,63.60,55.70,55.85,57.00,63.90,76.85
284,501298,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Active,X,10.0,INE620D01011,Investment Companies,Equity,852.35,855.00,840.00,835.00,993.55,"1,069.20","1,110.00"
285,501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,A,10.0,INE672A01018,Holding Companies,Equity,730.60,811.25,845.10,845.75,941.15,999.30,"1,031.75"
286,501311,JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,XT,10.0,INE998D01011,Finance (including NBFCs),Equity,1.83,1.90,2.18,3.32,4.22,6.40,6.40
287,501314,PRISMX,Prismx Global Ventures Ltd,Active,X,10.0,INE286N01010,Comm.Trading  & Distribution,Equity,8.94,13.41,11.86,14.40,14.64,21.61,24.55
288,501343,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Active,T,5.0,INE861B01023,Finance (including NBFCs),Equity,17.95,18.15,14.65,14.27,19.34,20.00,21.45
289,501351,RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10.0,INE154M01012,Misc.Commercial Services,Equity,32.60,NA,NA,31.40,30.80,NA,NA
290,501370,WALCHPF,WALCHAND PEOPLEFIRST LTD.,Active,X,10.0,INE695D01021,Consulting Services,Equity,53.60,58.90,60.00,50.95,51.40,56.50,53.25
291,501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Active,XT,10.0,INE094R01019,Other Financial Services,Equity,NA,NA,NA,NA,NA,NA,NA
292,501391,WHBRADY,W.H.BRADY & CO.LTD.,Active,X,10.0,INE855A01019,Comm.Trading  & Distribution,Equity,184.00,156.00,159.60,138.85,142.00,143.70,139.25
293,501421,TECHNVISN,TECHNVISION VENTURES LTD.,Active,XT,10.0,INE314H01012,IT Software Products,Equity,203.10,172.95,99.20,115.95,93.00,130.25,121.45
294,501423,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Active,X,10.0,INE151G01010,Plastic Products,Equity,445.00,575.85,598.70,619.70,623.00,746.50,763.65
295,501425,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A,2.0,INE050A01025,Tea & Coffee,Equity,"1,257.50","1,353.75","1,304.70","1,209.50","1,316.50","1,298.20","1,288.40"
296,501430,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,Active,X,10.0,INE691K01017,Comm.Trading  & Distribution,Equity,664.90,638.65,651.00,663.80,641.95,574.40,541.05
297,501455,GREAVESCOT,GREAVES COTTON LTD.,Active,A,2.0,INE224A01026,Industrial Machinery,Equity,81.25,80.00,75.20,69.85,84.00,85.10,94.70
298,501477,MULLER,MULLER & PHIPPS (INDIA) LTD.,Active,XT,10.0,INE003F01015,Comm.Trading  & Distribution,Equity,36.10,32.00,34.65,32.30,29.70,46.00,53.15
299,501622,AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,Active,XT,5.0,INE492N01022,Misc.Commercial Services,Equity,32.90,32.50,32.50,33.00,33.00,NA,NA
300,501630,ANANDPROJ,Anand Projects Ltd,Active,XT,10.0,INE134R01013,Construction & Engineering,Equity,NA,NA,NA,NA,NA,NA,NA
